text,label
This bitch buys sparkling water.,0
I haven't been called ugly once my whole life tho guys who refer to women as bitches are so ugly to me lmao u disgust me,1
Aw y'all some hoes hating on that girl that looks like a dude &#128514;&#128557;,1
yea u know these lil bitches be stalking are twitter for they niggas&#128565;&#128514;&#128514;,1
All the work gone so we ain't going nothin but fucking bitches in the trap,1
exactly so tweet some other shit fuck all that don't be like everybody this ain't monkey see monkey do koiya,1
&#8220;: Moma said no pussy cats inside my dog house&#8221; that's what got bro nem locked inside the dog pound !!,0
cant trust niggas when it come to bitches,1
got bitches that look like Bulldogs instead lol,1
do bitches still love sosa? lmfaoooooooooooo,1
Manual labor so trash,0
Same Bitch that was down with lol theses Lil hoes funny,1
""": Ariza is a snake and a coward"" but at least he isn't a cripple like your hero Roach lmaoo",1
It's moe's monday ten ten ten twenties on yo titties bitch,1
"' I know I Know I know . Them streets they fuck with me strong , and them bitches gon fuck just because money...",1
you look like your 12 stop talking about fucking bitches &#9757;,1
I could go for a brownie right now,0
She unfollowed me after I said I cried watching dawn of the apes lmaooooooo,0
So this ape can get a MCM but I can't unbelievable...,0
i gotta team of hoes like pat summit..,1
Cheese bitch chupacabra looking fuxk,1
"haha yolo, did ya hit that hoe?",1
!!!!!!!!!!!!! The shit you hear about me might be true or it might be faker than the bitch who told it to ya &#57361;,1
"Do I get to pick the actress who portrays me on ""Unsolved Mysteries"" when the police find the remains of the bitch who ca&#8230;",1
Y'all trying to use The Lord to sell pussy on this corner... I already know!,1
My mind is so clear a bird just crashed into the side of my head.,0
looks prime for some trash pick up,0
The Yankees still suck!,0
Watching #Steelers colts getting blinded by the Steelers uniys look like bunch of bumblebees,0
Dating you would be like Darnell dating that fatal attraction bitch Brandy lol,1
Lookin like a total swag fag ayeeee,1
gun sales have skyrocketed. Gun crime has fallen sharply. Any claim to the contrary is using fuzzy math.,0
clam it,0
Warm that pussy up,1
chug ranch,0
Hey Jim you'll love this,1
"Meet India&#8217;s amazing, death-defying monkey king &#8594;",0
&#128553;&#128514; bitches they get bat or sumn *ak voice*,1
Like my momma said don't waste yo time on plzing des fake ass bitches and bum ass dudes cause they ain't gone get u nowhere but pregnant and,1
&#8220;: So jus don't be faithful cus u never kno what your bitch doing lmao&#8221;&#128514;&#128514;&#128514;&#128128;&#128128;&#128128;&#128553;&#128553;&#128514;&#128514;&#128128;&#128128;&#128128;&#128514;&#128553;&#128128;&#128128;&#128128;&#128514;&#128514;&#128128;&#128128;&#128128;&#128514;&#128514;&#128553;,1
My dick is called Offensive Joke because some bitches get hurt when it goes too far.,1
Yankees should have NEVER gave away Melky. Guy can flat out HIT. #yankees #giants,0
Thought I told you not to trust these hoes,1
sit down and stfu raghead,1
When bae turns out to be a hoe,1
tom ford probably fucking all these hoes,1
is 72% out of wedlock births a lie? latinos in 2nd place.# mostly driven up by illegal aliens w/ anchor babies,0
what's good pussy,1
yes bitch. &#128528;&#128514;,1
"Living with my bitches, hashtag live",1
ELECT Democratic Nominee Amos Powers 2 #Congress #TN6 DEFEAT TEA Diane Black #Red2Blue #TNTweeters #CIR,0
Shin's a faggot. I'm glad your chipped him.,1
Lol ike Turner,0
I went outside and got mad bc this weather is trash,0
"Her excuse is ""when I die u can have all my gold."" I don't even like yellow gold anymore. I gave her all of mine.",0
shhhh&#8230; wrap yourself around me let me kiss the bruises on your heart lick your unhealed wounds and taste the raw wild ho&#8230;,0
If you was a bitch nigga in 2013 you still Gona be a bitch nigga in 2014 &#128175;&#128175;,1
A real nigga gone teach his bitch the game not run it on her &#128582;&#128130;&#128520;,1
If you claim Macklemore is your favorite rapper I'm also assuming you watch the WNBA on your free time faggot,1
He's going to be someone's bitch &#8220;: He bought to catch hell in cell block D. They fuck up men who are rapist and child molesters.&#8221;,1
"Charlie Brown A Christmas Story Rudolph, but only because of the island of misfit toys.",0
"crazy bitch, I like the way you ride this dick",1
do it then pussy,1
"you may not like my stance on cops, but i didn't (and would not) call you a cunt. please stop copying me on these tweets.",1
S/o all my real fans who can wait and not want me to put out trash like other rappers #signedtothestreets2 #iGO,0
When you colored every day is Sunday,0
Instant mashed potatoes are trash &#128686;,0
Dudes built like a crushed Twinkie,0
crazy bitch why,1
Facebook is for the birds...I'm over it,0
This bitch doesn't know what she wants..,1
"lemme just throw a 302 in it, how's the tranny??",0
lls omg omg me too getting harrassed by my bby father smh on ig tlk bout hw mch he miss me bitch please,1
"*sighs* 1. Not a bitch. I'm a woman. LEARN THE DIFFERENCE. 2. I KNOW I'm fat. 3. It's called a scarf, dumbass.",1
What if I talked ghetto lol I'd be so annoyed of my self,0
"""Dad say hi to my snapchat"" Dad ""&#9996;&#65039;&#9996;&#65039; duces bitch"" &#128514;&#128514;&#128553;&#128553;",1
"Come on Charlie! OUR GOVERNMENT WAS JUST TRYING TO PROTECT THE DESERT TORTOISE! Atleast, that's what Barack Obama Says...",0
BREAKING: Charlie Crist files emergency motion for a mulligan.,0
I named my dick the truth Cuz bitches can't handle it lmao,1
"haha, says the little bitch who let someone take his phone. A real man wouldn't have let that happen. A little bitch would.",1
I'm getting sleepy and my phone is acting retarded...,0
"Subtweeting little bitch ""taking the high road""",1
"On this #USMNT day 2014, the Yanks advanced out of the #GroupOfDeath despite a 0-1 loss to #GER.",0
"idk what planet this bitch works on but on planet earth, following my supervisors instructions does not mean im ""being resistant""",1
"bitch am not your fam and wtf is skrong, who says shit like that get your wack ass off my page lamo",1
Lol I told Kenzie's bf I was going to stop cussing and he lol'd in my face like bitch u don't even know me,1
Thursdays really been trash this season,0
The crows warned you to stay away from the island. Will you? THE SOUL COLLECTOR #IAN1,0
"At this rate, I'd cheer for the awful New York Yankees over the St. Louis Cardinals.",0
Why ain't no single Fathers getting wished a Happy Mothers Day like y'all do these bitches on Fathers Day?,1
"Yet you won't tag What a pussy. "": Cripes, what a loser.",1
bro u trash at that zombies,0
bitches or wat,1
This is so great. Regular season ball is for the birds,0
"""Everything look better with a bitch next to it""",1
"I come wit the rocks on yu can get popped on, light yellow chevy same color as popcorn!",1
I be like... bitch please. lol,1
KFC biscuits trash now,0
Even my moms knows I don't fuck with ghetto people,1
So many shady bitches. THE SECRET THIRST IS ALIVE,1
I grew to hate blonde and primary colored weaves but that wouldn't stop me from requesting some good mouthwork.,0
she was telling me about this kid who's soles of his shoes are falling off. I am going to get him some shoes. hope his parents don't get mad,0
"Number of women denied birth control by Hobby Lobby: 0 Number of Democrat retards butthurt by the verdict: 30,000,000&#8230;",1
"hell nahh. If a bitch had respect for her own damn body, she wouldn't wear that shit in public.",1
well at least If you're going to do somthing you do it.. And don't bitch out.. Even when it's the wrong thing &#128527;,1
where have you been hoe,1
Charlie Rangel Re-Writes History: On GOP &#8220;They Think They Won The Civil War&#8221;,0
when u and ur boys discover a hoe,1
I am a zebra amongst the sheep.,0
Was just wondering if yo espect to add mo colored tv stations befo I renew dis,0
fuck u ugly ass bitch,1
"""Let's kill cracker babies!"". WTF did I just hear???????? WOW.",1
*Gigantic RT What a big faggot. Chubbs bout to Earl.,1
When your at the pharmacist and they tell you your medicine will be ready in 15 mins.... Wtf bitch it's been 30... #stillwai&#8230;,1
"""Chunky girl seeks Studly man for nasty sex"" in my head I was like ""this bitch may have well emailed me directly for this s&#8230;",1
"""We just gotta have a red headed Afrotino-Asian albino autistic Branch Davidian hermaphrodite on the Avengers!""",1
Fuck bitches get money ayyyyeeeee,1
Wiz khalifa was the most influential rapper in my era. We seem to forget all the trends this nigguh started,1
""": dry pussy bitches always blame it on the condom&#128514;""&#128079;&#128514;&#128079;&#128514;",1
lyin ass bitch,1
Bad bitch with me and you kno that her ass is fat,1
A lot of dumb bitches out here....,1
"As I tweeted before any man telling me to go to the kitchen this season could tell his mom that, father probably wouldn't of left..bitch",1
Ima pull up eat on that pussy and dip...,1
Im a boogie ass niggahs to these fast hoes,1
"If ever sports seemed scripted , this ending to this Yankee game proved it",0
I know if my bf breaks up w/ me I'll become the biggest hoe of all time &probably fuck anyone who looks my way bc id be s&#8230;,1
' I wonder if you females out here ever just sit around and think bout how yall hoes or how unfaithful Yall really is .,1
Approach yo bitch like:,1
"Since 1914, Derek Jeter&#8217;s 91 multi-hit games vs are 4th most among , behind Gehrig&#8217;s 121, Ruth&#8217;s 99 an&#8230;",0
"in that picture yes, I haven't had an updated pic added the angel wing is colored now too, and thanks represents what I am ;)",0
Is a fag,1
"I think Imma patent disposable douche, in ketchup type packages. Bitches can be sanitary and discreet. For the hoe on-the&#8230;",1
Can't stand the Yankees but Jeter hitting a home run in his final at bat in NYC would be cool. Getting beaned would be better!,0
I pull hoes tx.,1
hahaha look at you tryin to be a bitch lol nice try though haha,1
Many people claiming slippery slope is now absolute are same ones who said slippery slope is an argument for the paranoid delusional. #tcot,0
Me and are in our yellow submarine rn.. &#127754;,0
"Probably, yeah. By most accounts, he has the personality to handle it though. And he can wear a yellow suit if he puts up points.",0
nick background my nigger,1
Waiting for brownies. I want brownies. Someone hooks it up?,0
You was nothing but a dirty whore!!! Fuck you bitch,1
"every time I beat you I'm ""being a faggot"" maybe I'm just being better than you lmao",1
fuck you tony...you greaseball piece of shit-,1
go Yankees,0
"bae: ""come over"" me: ""i'm tryna catch a pokemon"" bae: ""i'm horny tho"" me: ""bitch it's a fucking mewtwo""",1
Y'all not gonna trash Spirit airlines. I travel w/ them all the time. They even let me fly the plane 4 times. They don't mi&#8230;,0
You losing 0-3 and that's what u trying to do? Stupid yardie,0
My worse bitch looks better than your main bitch. Now that's bad right there lol,1
"Aww y u so mad tho, a successful man LMFAO, hut hugging as faggot.",1
SAME&#128530; like bitch it's the struggles to use the stairs let ppl get on &#128074;,1
How the hell was David Murphy's hit not a home run?! Clearly over the yellow line. another umpire mess up.... Smh,0
Fuck you and the bitches you talking to,1
"I know that karma too real, so I hope you doing cool.. but still stupid ass bitch, I ain't fuckin' w you.",1
I heard them same pussy niggas hatin !,1
"idk , I gotta think about it cause them bitches small as shit",1
"Dear Von Miller, Karmas a bitch.",1
Broke bitches be like oh he Got MONN-NEYYY,1
&#8220;: I feel sorry for anyone who paid for LIC because edc is trash music&#8221;,0
I think I'm gonna walk around the house free as a bird.,0
You bitches all got that one friend who wear the same fit to every other function and it don't even be that clean&#128514;,1
Photo: No filtering bitches. &#128128;&#128128;&#128128;&#128128; #turntup #webad #wepretty #gayvegas #rupaulsdragrace #barb #minaj...,1
"Charlie Crist and Rick Scott are both scumbags, however interesting that Crist has yet to run one, just one, positive political ad.",0
Nike beanies #NikePorn,1
*pops that pussy for singles*,1
I swear this hoe been following me ever since I went on break,1
These hoes be busting nuts when they get a RT,1
it ain't nothin to cut that bitch off ayeeee,1
My shift won't be over no time so in the mean time im doing what I have to go to get by. And if it means tweeting trash I will,0
"&#8220;: I say bitch bad, woman good, lady better&#8221; Lupe?",1
"These hoes be fucking all of us niggas. I got news for all the monogamous niggas, yo bitch fucking anonymous niggas",1
Leg day made me it's bitch.,1
Flappy bird stresses me out,0
bro I swear to god I was just bout to txt you Dex about these hoes,1
"IDC what phone u got, lol silly nigger",1
&#8220;: &#8220;: #SingleBecause ill find a cute hoosier to date next year &#128527;&#8221; &#8221;,0
when other girls wear beanies they look cute & stylish but when i wear them i look like a member of a drug cartel who s&#8230;,0
A lot of y'all hoes pretty until a nigga enlarge that avi...,1
My niggah!!,1
Them shootas is out at ma grandmama house I ain't been around this bitch ina minute .,1
If i was to get a rich girl so be it. At least she likes me. She saw something in me you hoes didn't see,1
You're not a very good listener &#8220;: &#8220;: twitpic a selfie with a bad bitch &#8221;,1
""": this scally lad would get it",0
lrt turnup lil bitch,1
"Aint this a bitch,! The power out from this shit.",1
&#8220;: Oreos are basically dirt circles with cream.&#8221; True.,0
Bron pregame speeches be so trash though lmao,0
I have a pink fuzzy one & a silky silver one. Bathrobes are a wonderful thing &#128129;&#128526;&#128525;,0
Eagles fans will always be annoying faggots,1
JJ Watt was on his grown man shit all night.. Now let's get it #Yankees,1
Or pollo,0
I like where ur domes at #smart,0
Looking forward to #NCAA and #NBA basketball &#127936; in the states soon #iubb #hoosiers #pacers #PacerNation and of course breadsticks.,0
you like men faggot.,1
"Like damn hoe I gave you a chance when you was average, Why you aint beauty make over when we was together.",1
If my bitch fuckin she jus a thot! I mean I'm tryna take shit to a next level here.,1
it's always a white bitch doing something OP lol like they give zero fucks when it comes to dick &#128514;&#128514;,1
Like Nike bitch just do it!,1
Ona niggas I'll really beat dat hoe up,1
she can stay as close as she pleases nigguh,1
I hardly text back so these hoes love to phone me,1
I'll naturally slap the shit outa oomf that bitch talk to much.,1
I accidentally ate a few fireflies last night while chewing some leaves I found. The shameful yellow glow of my mouth wa&#8230;,0
"Get here! MT : #Sierra #skiers, offers a fun break from the slopes. Sweet #deal: #TravelNevada",0
But a wannabe ghetto white girl will deal with an unaccomplished black man for more than sex.,1
""" if you aint bout that Murder Game pussy nigga shut up """,1
bitch Boy,1
"Analyzing the impact of Masahiro Tanaka on #SpringTraining Daily, brought to you by :",0
Them hoes don't like me &#128514;&#128514;&#128514;&#128514;&#128514;&#128553;&#128553;&#128553;&#128553;&#128530;&#9996;&#65039;,1
Popcorn and candy for dinner. I always knew Charlie Brown was my spirit animal.,0
Whoops bought snuggly hideous fuzzy boots because it's cold as balls all of a sudden,0
(via ) Charlie Angus is sending &#8220;Made in China&#8221; Canadian flag pins back to Conservatives &#8211;,0
last words to a bitch nigga 'why you lie',1
Happy birthday bitch &#128526;,1
FaceTime me nigger,1
I guess blaspheme to your Allah is ok if your pos muzzie huh?,1
Abed and I are gonna retire in Florida and get all the bad bitches in the nursing home.,1
"Is she my kind of hoe or nae "": Its ok you a hoe anyways &#128522;""",1
I'm the trash,0
"Monkey see, monkey do, Narnfraud? Swiftee & Narnfraud = pathetic and disturbed pair of thugs #mngop proud? #stribpol",1
Week from Thursday might be the last #Yankees game to look forward to in a while. If nothing else Jeter deserves that night &#8230;,0
&#8220;: Good pussy be making a nigga have to regroup&#8221; pull out and get your thoughts together&#128514;&#128514;,1
"I hate people who talk loud, ignorant ass mother fuckers and ghetto people.",1
"Mistakes are showing up late for work, running red lights, or even forgetting 2 take the trash out. This here ain't 1",0
nope Just ordered Domino's. Am I trash?,0
bitches will great valuable pussy always make you use protection. Too many nasty dick niggas out here,1
these bitch niggas couldn't live my cold life$tyle&#128184;&#128080;&#128523;,1
third party keyboards on iOS 8 trash,0
What's that bright yellow thing the ref just showed to Martins Indi?! I can't remember seeing one of those before! #clubmetro,0
&#128530; so many pretty bitches coming to my birthday dinner &#128556;,1
"an coaches dont put them in positions to be successful, the offensive struggles can all be put on gardner, program is trash",0
because it's fucking retarded?,1
#UMightNotGetIn &#128514;&#128514;&#128514; fucc nicca #BeerandTacOS #WeTheLastOnesLeft,1
"This is a sexy tweet. With a 6-0 lead, #Yankees turn to Matt Thornton to finish off the Red Sox in the 9th.",0
Beans that were yellow before Friday night are brown now-a few green leaves curled-frost but not freeze-bean size reduced - top end shrinks,0
These bitches really marry to some rich ass niggas,1
Fuck Joo musts broke this niggas heart stealin his bitch if he that hurt with her &#128514;&#128514;&#128079;,1
#HOLIDAYSEASONLIVE Shy Glizzy Feat Plies - FREE THA GANG:,0
So cute! :) Shy bunny...,0
It ain't nothing to cut that bitch off,1
+1 Me. @ the fat bitch who's fat but think she thick and a big fine,1
I only wanna see bad bitches on snap chat,1
Fuck her right in the pussy.,1
1st Show proof I sold pussy for $65. I'll wait.,1
Who the fuck still plays flappy bird? &#128514; &#8220;: Flappy bird feels like,1
Flappy bird on bull....,0
Tripped balls on.lsd bitch!!!,1
Let the hoes tell it man..,1
"""LMFAOOOOOOOOOOOOOOOOOO : If your pussy is good but my mama don&#8217;t like you? Guess who gotta go&#8230;&#8230;&#8230;..my mama.""",1
i have to be the taller older bitch,1
Who's baby is dat who's da man dat did dat 2 u Gator's bitches best be using jimmys,1
We accept the #ALS #IceBucketChallenge from the & ! We challenge the -,0
"I wonder if that Latino strategy is working?: GOPer doubles down on ""wetbacks"" but backpedals on ""shoot on sight""",1
Oreo cake,0
Video: On The Record: Charlie Baker,0
Yankee pinstripes might be the best unis in the MLB but the gray road ones are the worst CC looks like an elephant trapped in a circus tent,0
Has anyone ever purchased baseball field dirt? I really want dirt from Stadium for my grandfather's grave. #weirdtweets,0
"&#128533;&#128543;&#128553; im not ready to see y'all hoes tweet ""new year, new me"" &#128546;",1
It's funny how these swaggot white boys wanna act like they're Ballin till it comes time to tip. Sad ass crackers.,1
S/o that real bitch,1
&#128557;&#128557;&#128557;&#128557;&#128557;&#128557;&#128557; Nope Thts not wht it says here.. I'm not a hoe. I'm a people person,1
"I'm going to dress up as trash for Halloween. Oh wait, I look like that everyday.",0
This. Good. #pricklypear #shiner,0
no need to be a bitch.,1
"I been slackin on the ice game i needa cop a watch , so i can fuck me a instagram hoe & press Block",1
Vonte not tweeting like a bitch finally,1
Tattoos are about expression not meaning. One mans trash is another mans treasure &#128161;&#128176;,0
Morning trash,0
&#8220;: Smoke good weed with a bad bitch&#8221;&#128079;,1
see I peeped it & pussy is power,1
"Unintended consequences of the current fed regulations. Trays of uneaten food thrown in the trash, Hungry kids.",0
"If eating the pussy makes you happy, I'm all for it. :)",1
". Could you just play 2 minutes of the Charlie Brown ""wah wah wah"" adult sound effect instead?",0
My nudes are trash.....,0
ya fag,1
"Why don't you text your own mom, dumb bitch.",1
At least 3. Late tho. Cuz adrenaline and emotion gonna carry them bitches until halftime.,1
The spear chuckers are flooding into Upton Park.,0
&#8220;: where am I on this rating scale???&#8221; Depends. You still wearing them colored contacts or naw?,0
"WEBBERS! Sz13 vnds restorers dream, cracked midsole, sole separation, and fogged bubbles. 150",0
"&#8220;: negro, you wear a size 5...I'm in a 12&#8221;I'm at a 6 now still growing",1
Thee Bears are trash tho...,0
#2013Faves RT &#8220;: #Snoop and #Justin are having so much fun at this Charlie Wilson tribute #BETAwards,0
"&#8220;: #Mondays are a whole lot better when you're driving a vehicle ""That white pussy uhhh get ya""",1
Lol petty ass Lmmfaooooo a hoe &#128514;&#128514;&#128514;,1
That was a solid investment of 15 mins. Cue up Frank. Yankees. Wow.,0
late upload bitches,1
omg Fat bitch. What's her @?,1
"Bad bitch, HTown, keep it trill ya'll know ya'll can't fuck aroundddd",1
well I don't use it anymore and I'd like a dslr I'm just a broke bitch so yeah,1
"carne asada, Gallo pinto, tajadas verde, queso frito and a salad With milca",0
Nannie bitch don't talk to that hoe with ha extra bs ass &#128514;&#128514;&#128514;&#128553;&#9996;&#65039;&#128175;&#128079;&#128581;&#128078;,1
The bitches are back,1
When I wanna nut an she wanna nut at the same time I'm Peyton Manning this bitch audible OMHA,1
I know how you feel....I never thought I'd see the Sox win in my lifetime. Hope you can use Ant's Yankees hook up to see a game,0
"Niggas be like when they see they side bitch cashin another nigga "": Hello mutha fucka.......""",1
""": Ya nigs out there still saying y'all don't eat butt?!"" WITH A STRAIGHT FACE!",1
"Tell me again how Citizen Kane is the best movie of all time, then go watch Caddyshack. you pretentious film school cunt.",1
I don't luv deez hoes at all..&#128076;,1
Shylock & Wongs: 3 Incidents of Democrat Bigotry In 3 Weeks - Media Mum via,0
"If you really know me, you know all the problem i go through with all these hating ass bitches.",1
Nun but bad bitches link up tonight #MansionElan finna go crazy,1
The nipples determine whether the titties are trash or not,1
Rape is NEVER something to mock like this. I stand with Jada #jadapose,0
Verizon customer service is trash as fuck. I've been in the store haven't been greeted or nothing.,1
Regular bitches be trusting niggaz and letting them raw. These hoes know better,1
"Tony Parker is making Norris Cole his bitch with the one on one, or just takin him off the dribble an breaking some damn ankles! #GoSpursGo",1
Charlie Day?,0
Mann are first game is 3 weeks from now can't wait - once a redskin always a redskin -,0
My trash is worth more than you,0
so the ball did roll down the slope & found a natural spot defending brother & the scumbag &#8230;,0
I know that karma's too real so I hope you doin' cool.. But still stupid ass bitch I ain't fuckin' with you.,1
I kno u wanna roll w/ a bitch like me!,1
I thought she was albino tho &#128563;,0
Ultimate Chocolate Chip Cookie n' Oreo Fudge Brownie Bar,0
If you dont know uncle JJ your a bitch,1
Social network got bitches heads like &#128553;,1
yu forgot we beat yall? Thats like a garbage man calling a janitor trash,0
do u still have ur blk. pom?,0
""": oh my god I love Victoria Mitchell"" all my bitches love me",1
""": #YoureNotMyType if my fade is perpetually fresher than yours."" That's a real ass bitch rite there",1
"I'm a redneck, but without the homophobia and racism",0
#philhughes #nyy better then UR whole team,0
You know you are in the ghetto when you see streets named Martin Luther King Jr & LittleJohn. #halp,0
"If everybody already hit, Of course a nigga can't take you seriously.. Idk why hoes be so surprised..",1
Quit teasing bitch,1
Keep those away frm Charlie Day Just once in my life I'd like for someone's favorite part of my body to be my disgusting knees.,0
Just seen a pic comparison of Lou Holtz and he grandma off Beverly hillbillies and I can't stop crying tears of unfathomable hilarity.,0
Why is my phone being a fucking bitch,1
I like how I found out that you can now edit Facebook comments through a trending topic on Twitter. You think I'd hear abo ...,0
took uber yesterday. Advertised as 20% < NY taxis but was actually a yellow taxi at same price. #uber,0
"I was like ""This bitch better chill-"" Oh hey Maria&#128514;&#128514;&#128514;",1
RT &#128514; Me: Baby I cooked Bae: What's for dinner? Me: That bitch you been texting,1
"I know right. Get one guy out!! Man! : You had ONE JOB, Josh Outman! #Yankees&#8221;",0
I'm rich bitch *said in Dave Chappell voice*,1
I got I.s.s Friday for refusing to give up my phone these bitches can kiss my ass cause there not getting it,1
I look like a dusty bird today..,0
"Jihadi Killed #BrendanTevlin In N.J. W/ At Least 2 Others,Part Of Terrorist Ring 10 Yrs Ago",0
God damn birds,1
"' That fb profile checker thing fake then a mf , I just added some bitch yesterday and it had me on the top . Fuck fr ?",1
WATCH: Excited ISIS Jihadis Getting Their Yezidi Sex Slaves On 'Distribution Day',0
Bitches ain't shit hoes ain't neither,1
ISIS Jihadis Discuss &#8216;Buying And Selling&#8217; Yezidi Girls As Slaves #tcot #pjnet,0
Munching on ww crackers & studying NYCs trans syst. Since NYC & I haven't had a thing in over 15 yrs #clubinsomnia #vacay,0
"SIR. PLEASE go text your Mexican bitch, because I'm not Finna deal witcho childish ass &#128514;",1
I don't fck wit those luvv... &#8220;: who's pussy better then a crazy bitch?&#8221; Apparently thots &#128530;,1
If Dj Khaled eats Nicki Minaj's pussy he finna taste everyone in the rap industry,1
"""Just texted my phone, this bitch just blew my high!""",1
naw Bryan said it was trash hotel so we're staying somewhere else,0
Yanks walk off win &#128591;,0
I been to mushroom mountain Once or twice but who's countin' But nothin compares To these blue & yellow purple pills&#128156;,0
"If ya girl texts back slow you gotta hit her with the ""so who else you texting?"" Watch That bitch get more defensive than dwig&#8230;",1
Good morning Baton Rouge. having a nip of,0
Niccas be walking 4 flats to catch a nicca they kno in the club,1
&#8220;: Niggas talk more then bitches these days &#128530;&#8221; #facts,1
Who do bitches take me for? &#128514;&#128514;&#128514;,1
"I know when bitches discuss me in a group message the words ""asshole"" ""cute"" and ""douche bag"" are abused excessively",1
lmao im bein foreal fuck all them bitches like that!,1
"Jaheim, Donell Jones, Lyfe Jennings, Ginuwine, Charlie Wilson, Dru Hill, NEXT, Jodeci, Tyrese and etc ...... bring THAT type &#8230;",0
The world wouldn&#8217;t be as fun if hoes didn&#8217;t exist.,1
I tried one of them pom pomegranate juices n I swear it tasted like flavored piss.........dont ask lol,1
I'll say it for you.. Do ya woman want you on the couch in plain sight or outchea with these bitches? Simple.,1
"If I hold the door open for you, bitch you BETTA say thank you or imma slam the door in ya back.",1
"Fat hoes on Twitter calling themselves Barbies, bitch you ain't no damn Barbie you a damn care bear.",1
"lol find a ""redneck"" from oakleaf to take you",0
There's a reason why the Yankees don't want Anderson any longer.,0
my boots get me bitches so,1
this is gobbledy gook to me because i dont have the game,0
Fairy tale world lmao,0
Liberty and justice for all RT Go get me a sandwich nigger or I'll kill you,1
&#9733;@&#9733;@&#9733;@&#9733;@&#9733; GRAND OPENING ! &#9733;@&#9733;@&#9733;@&#9733;@&#9733; TOP CLASS &#9733; Oriental Massage &#9733; PERFECT !&#9733;,0
When you rubbing on her booty then start playing with her pussy with ya thumb&#128523; >>>>>,1
smh. U so retarded. Lol,1
I think most men cheat because they're addicted to that new pussy smell.,1
hey turd cutter...stop tweeting juvenile shit and DO YOUR JOB....#idiot teabagger,1
5sos are trash !,0
Lmaoooooo RT RT Dre really is a big sloppy bitch. He's fat as shit.,1
This Lil fraudulent bitch had the nerve to call my phone talking crazy bout how she get down nd puts&#8230;,1
I tld that hoe 2 wrongs dnt make a rite now she wanna sing,1
"I'm partial, faggot..homo...both fairly describes the same sick twisted Assholes out there.",1
that should read suck on my bacon encrusted middle finger Muslim twats,1
I hopes dis don't come as a severe shock to use but I'm colored,0
get into Devil first bitch! Roasted.,1
Never again will I put so much into a relationship unless the bitch ACTUALLY puts more effort into it than me.,1
Them brownies tho &#128524;&#128076;,0
"10 RT 1.5 RT On average, 2. But I can be an 8 when need be. "" On a scale of 1-10 how ghetto are u?""",0
pretty bitch is always comin thru &#9786;,1
"Can't let nobody play my gta, bitches like using up all ya ammo n gettin ya dude kilt by the cops",1
bring bitches,1
Can't take u coons nowhere & I mean nowhere,1
If a tree falls in the woods and nobody is around does it make any noise? If NJ blows away and only trash live the ...,0
I'm about to get this bitch a cell mate,1
So now been trill is trash cus asap said so &#128533; ok,0
&#8220;: today at 10am&#8221; bitch do your Hw!,1
Or when you're in my neighborhood You know you're in the mexcian ghetto when...,0
I'm Tryna turn M's to B's in this bitch!,1
she paid $5 to hold the monkey and look what he did &#128514;&#128557;&#128553; this monkey real af,0
Slim niggah but you know i love em thick,1
How I feel playing flappy bird,0
&#8220;: An itsy bitsy teeny weeny yellow pock-a-dot bikini&#8221; Polk Ashton. Polk,0
"not just gave 2k a trash non-basketball soundtrack, y'all still have problems with servers &#128530;",0
stockboy U should talk. U tweet lies and childish shit about Obama.youre very unqualified. You only appeal to dumb rednecks,1
When rednecks fool around with the aux cord,0
abel is a 43 yrs old beaner working @ home depot and he didn't want to hang out with you = major L,0
&#8220;: If a bitch comes for me I hope she bout all that slick shit she yapping about &#128064;&#8221; Thuggin,1
Your room bitch RT Tell me somethin dirty &#128520;,1
My hoe phase is over,1
deserved victory! #Elite8 awaits your #Orange army. #Sweet16 was no disgrace #collegehoops ill be back next time #hoosiers,0
"I told her too. I said ""bri don't get in tweef with anyone because you're trash at it"" and then she goes and tweefs with like 6 freshman",0
"If a bitch bit my dick, I'd probably beat the shit out of her.",1
Lil bitch dumb&#128514;&#128514;&#128514;,1
I love how bitches be talkin how the single life is the best life then bitchin and complaining how they need a boyfriend #WTF,1
My bitch sad lookin like a lack of funny,1
"glenladen got life flight to osu and they are saving him, don't mess with the birds #RESPECT",0
If you rat on your family just so you don't get in trouble you're a little bitch #BloodThickerThanWater,1
trying so hard to resist the urge to smack a bitch,1
"Your bitch called, she was missing this dick",1
i've read the hunger games 12 times i am trash,0
"it's crazy. if a female cheats, it's so wrong. she's every type of hoe there is but if a guy cheats, there's all these justific&#8230;",0
"Alright, amateur grease monkey, show me how its done. Wait, that sounds racist...",1
"Sweet yellow bone thang, I call her Honey mustard...",0
"yeah, but Sting was already a proven draw. this is apples and oranges. he signs people with the sole purpose of burying them.",0
"Let me tell yall....I had a glass of something sweet....this bitch brought me a full glass, im thinking its the same thing and start gulping",1
Great GIF. Got a source URL for ?,0
Pops told me never stick ya &#127814; in a broke bitch,1
I learnt about birds as a child. Best time to learn,0
"Someone recently told me that a local yokel was going to ""use my twitter account to damage me"" so... Yeah.",0
"Mitt Romney Gone take away weave if he become President, hoes gone be walkin around looking like Lil Bill & Calliou...",1
If life hands you a hot potato try throwing it at two birds.,0
It's the most hillbilly thought ever. A thing is a way ONE TIME or to ONE AUDIENCE and therefore it must be that way always.,0
I'm definitely watching that mook/ lux battle today damn it!!!,0
